"First Name","Last Name","Gender","Age","Email","Phone","Education","Occupation","Experience (Years)","Salary","Marital Status","IP","Last Seen","Number of Children","SSN","Password","Number of Logins"
39 	1
24 	4
91 	0
97 	3
43 	3
68 	3
71 	5
91 	5
96 	3
18 	5
53 	0
46 	4
07 	5
49 	1
76 	2
24 	5
30 	4
35 	1
40 	0
95 	5
41 	1
42 	3
34 	0
92 	0
83 	1
88 	5
63 	2
77 	5
14 	2
67 	3
59 	4
15 	5
56 	4
90 	2
43 	1
02 	3
72 	5
80 	0
46 	4
00 	5
07 	2
77 	2
63 	3
46 	0
87 	2
89 	4
07 	5
52 	0
78 	3
62 	5
44 	5
12 	3
54 	4
73 	2
82 	1
72 	5
18 	3
04 	0
83 	1
69 	3
32 	1
94 	4
72 	4
33 	3
17 	1
20 	3
49 	3
78 	3
31 	4
80 	2
